,translation
1296,"{'en': 'nothing intrinsic is lost', 'hi_en': 'INTRINSIC THO KUCH NAHI HEIN'}"
1297,"{'en': ""Right. I suppose in many ways we were really supposed to see the robots as humans - more so than the actual humans. That's a really  interesting concept, I think."", 'hi_en': 'SAHI HEI, KAHI LOG THO ROBOTS KO HUMAN KE TARAH DEKHNE LAGTHE LEKIN ACTUAL HUMANS THO BEHETAR HEIN.. REALLY INTERESTING CONCEPT HEIN YAR'}"
1298,"{'en': 'kinda reminds me of virtual reality', 'hi_en': 'virtual reality ka yaad aaya'}"
1299,"{'en': 'humanity lives on but through the robots', 'hi_en': 'humanity tho jinda rahega, lekin robots'}"
1300,"{'en': 'even though the robots are doing the action their action is still fully human', 'hi_en': 'robots kitna bhi kaam karega, lekin lagtha tho human ki tarah hi'}"
1301,"{'en': ""Yeah that's very true. I would love it if someday we could really have virtual reality like that. It would be so much fun to be able to really feel like you're a super hero!"", 'hi_en': 'haan voh tho sach hein... ab tho nahi lekin jarur yek din muje pasand aayaga.. super hero ke tarah feel karna tho fun hein'}"
1302,"{'en': ""yeah, you'd have the thrill of a suernatural existence without losing your humanity"", 'hi_en': 'haan, kya aapko supernatural existence ka thrill hein, humanity ko lose kare bina'}"
1303,"{'en': ""i think that's a nice message the film has"", 'hi_en': 'muje lagtha hein ki, yeh ache message hein is film ka'}"
1304,"{'en': ""Right that is very true. We're all interconnected in this world somehow. Even if some people do have  more than others."", 'hi_en': 'haan. sabhi is world ko interconnected hein.. even kuch people dusron ke saath'}"
1305,"{'en': 'Hello?', 'hi_en': 'hello?'}"
1306,"{'en': 'great movie, isnt it?', 'hi_en': 'great movie, hai ki nahi?'}"
1307,"{'en': 'What movie are you talking about?', 'hi_en': 'kis movie ke baare me aap baat kar rahe ho?'}"
1308,"{'en': 'Monsters  University', 'hi_en': 'Monsters University'}"
1309,"{'en': ""Ah right, I've heard it is good. What did you like about it?"", 'hi_en': 'Ah sahi hai, maine suna hai it is good. Tumhe iske baare me kya accha laga?'}"
1310,"{'en': 'for sure i didnt whatch it. But According to the article It was realised by  Pixar', 'hi_en': 'for sure, maine ise nahi dekha. But article ke according ise Pixar ke dwara realised kiya gaya'}"
1311,"{'en': 'Did it get better reviews than the original Monsters Inc?', 'hi_en': 'kya ise Original Monsters Inc se better reviews mile?'}"
1312,"{'en': 'can you be more specific?', 'hi_en': 'kya tum or jyada specific bata sakte ho?'}"
1313,"{'en': 'Monsters University is a sequel, I wondered if it is better than the first movie', 'hi_en': 'Monsters University ek sequel hai, mujhe wonder hoga ki agar se first movie se better hai.'}"
1314,"{'en': 'unfortunately i didnt what the first', 'hi_en': 'unfortunately, maine pehli wali nahin dekhi'}"
1315,"{'en': 'and I didnt know it was a sequel', 'hi_en': 'aur mujhe pata nahin tha uska sequel bhi hai'}"
1316,"{'en': 'Ok then... Does the article have any more information that you can tell me?', 'hi_en': 'ok phir...kya is article main koi information hai jiske baare mein tum mujhe bata sako?'}"
1317,"{'en': 'the critics say it a colorful movie', 'hi_en': 'critics ne kaha ki yeh ek colorful movie hai'}"
1318,"{'en': 'can you tell me what you think about that', 'hi_en': 'kya tum bata sakte ho tum uske baare mein kya soochte ho'}"
1319,"{'en': 'Does it say it is suitable for children?', 'hi_en': 'kya yeh kahta hai ki yeh bachchon ke liye suitable hai?'}"
1320,"{'en': ""I haven't seen the movie yet, I'm trying to decide if I should watch it"", 'hi_en': 'maine abhi tak yeh movie nahin dekhi, main koshish kar raha hoon yeh decide karne ki kya mujhe yeh dekhni chahiye'}"
1321,"{'en': 'Is it a family movie?', 'hi_en': 'kya yeh ek family movie hai?'}"
1322,"{'en': 'Oh okay', 'hi_en': 'oh theek hai'}"
1323,"{'en': 'I think so', 'hi_en': 'mere khayaal se to'}"
1324,"{'en': ""I wonder if my 4 year old would enjoy it? Maybe he's too young?"", 'hi_en': 'main sochta hun agar mere 4 saal ke bache ko acha laga? shayad vo bacha hai'}"
1325,"{'en': ""If it's colorful and funny I think he will enjoy it. Did the article say it was a funny movie too?"", 'hi_en': 'agar ve rang biranga aur majedaar ho to vo pasand karega. kya lekh ne bi movie ko funy batae?'}"
1326,"{'en': 'May be you would be afraid, because its  a monster movie', 'hi_en': 'shayad tum darte hoge kyun ki veh ik monster movie thi'}"
1327,"{'en': 'Oh is it a scary movie?', 'hi_en': 'kya yeh daravni movie thi'}"
1328,"{'en': 'its a comedy animation so yes it is a funny movie', 'hi_en': 'yeh ik majedar animation movie to is liye achi movie thi'}"
1329,"{'en': ""Phew! That sounds great then, he loves comedy animation movies. I think we'll watch it together"", 'hi_en': 'vaah! sunne main acha lagta hai, use comedy animation movies achi lagti hai. muje lagta hai hum sath main dekhenge.'}"
1330,"{'en': 'great', 'hi_en': 'badia'}"
1331,"{'en': 'Do you know when it is released?', 'hi_en': 'kya tume pata k veh kab release hogi.'}"
1332,"{'en': 'Or is it already on DVD?', 'hi_en': 'kya dvd pe aa gayi?'}"
1333,"{'en': 'it was realed by 2013', 'hi_en': '2013 main release ho gayi thi.'}"
1334,"{'en': ' so I think it is already in DVD', 'hi_en': 'so mujhe lagta hai ki ye already DVD main hai'}"
1335,"{'en': 'It might even be on Netflix already! I will check tonight!', 'hi_en': 'shayad ye already Netflix main hai! main check karti hoon tonight!'}"
1336,"{'en': 'Thanks for your help :)', 'hi_en': 'help ke liye Thanks :)'}"
1337,"{'en': 'Theres no problem', 'hi_en': 'koi problem nahin hai'}"
1338,"{'en': 'Hi there! Ready to chat?', 'hi_en': 'Hi there! Chat ke liye ready ho?'}"
1339,"{'en': 'Hi', 'hi_en': 'hi'}"
1340,"{'en': 'Yes', 'hi_en': 'yes'}"
1341,"{'en': 'Alright. So the movie I have is the original Iron Man. It came out in 2008. Have you seen it?', 'hi_en': 'Alright. So to mere pass jo movie hai wo original Iron man hai. Ye 2008 me aayi thi. kya tumne ise dekha hai?'}"
1342,"{'en': 'So what’s the movie ', 'hi_en': 'So movie kya thi'}"
1343,"{'en': 'I actually have but it’s been awhile ', 'hi_en': 'Mere paas actually hai par kuch samay ke liye'}"
1344,"{'en': 'So tell me about it', 'hi_en': 'so mujhe iske baare me batao'}"
1345,"{'en': 'Cool. It has a Rotten Tomatoes score of 94, a MetaCritic score of 79, and a CinemaScore of A, all of which I agree with. I thought it was a pretty good movie. What about you?', 'hi_en': 'Cool. iska Rotten tomatoes score 94 hai, MetaCritic score 79 aur CinemaScore A hai, aur sab se me agree hun. I thought ye ke bahut acchi moive hai. Aap kya sochte ho?'}"
1346,"{'en': 'I thought it was good too', 'hi_en': 'Main bhi sochta hun ki ye good hai.'}"
1347,"{'en': 'I like Robert Downey jr as iron man', 'hi_en': 'Mujhe Robert Downey jr Iron man ke roop me accha laga.'}"
1348,"{'en': 'Yeah, same here. I feel like he did a great job being an eccentric, rich businessman-turned-superhero.  ', 'hi_en': 'Yeah, mujhe bhi. I feel like ki usne being eccentric, rich businessman-turned-superhero bahut accha kaam kiya'}"
1349,"{'en': 'Terrence Howard was also in it as James Rhodes, along with Jeff Bridges as Obadiah Stane, the primary antagonist. Gwyneth Paltrow was also Pepper Potts.', 'hi_en': 'james rhodes mein terrence howard they aur obadiah stane ke role jeff bridges kar rahe the.. gwyneth paltrow ka role toh pepper potts kar rahe they.'}"
1350,"{'en': 'Yeah I liked it what was the plot of the first one', 'hi_en': 'haan muje pasand hein... tho first plot kis baare mein hein'}"
1351,"{'en': 'I get them mixed up', 'hi_en': 'muje tho yeh mixed up laga'}"
1352,"{'en': 'I actually forgot about this until just now, but the intro is set in Afghanistan, with Tony being captured by a terrorist group.', 'hi_en': 'muje tho almost forgot huva lekin uska intro kuch afghanistan se liya gaya hein.. tony ne jab us terrorist group ko captured kiya'}"
1353,"{'en': 'I like Terrance Howard as well', 'hi_en': 'haan muje bhi terrance howard ko pasand hein'}"
1354,"{'en': ""I actually don't know too much about Terrance."", 'hi_en': 'actually muje terrance ke baare mein aur kuch nahi patha hein.'}"
1355,"{'en': 'He plays on empire he was in hustle in flow', 'hi_en': 'voh empire ke role play kar raha hein jo hustle in flow mein hein'}"
1356,"{'en': ""Ah, I see. Haven't seen either of those."", 'hi_en': 'ah, acha tho isliye muje unhe nahi dekha'}"
1357,"{'en': 'And some other good movies', 'hi_en': 'aur kuch ache movies hein'}"
1358,"{'en': 'But anyway back to the topic at hand', 'hi_en': 'haan lekin topic yaad nahi aatha.'}"
1359,"{'en': 'Some of the critical responses to Iron Man were: ""impressive sets and mechanics that combine smoothly with relatively seamless CG""', 'hi_en': 'Iron man ke baare mein kuch critical response aise the: ""shaandar sets aur mechanics jo smoothly combine karte hain relatively seamless CG se""'}"
1360,"{'en': 'What happens in this movie ', 'hi_en': 'is movie mein kya hota hai'}"
1361,"{'en': 'I remember the CG being pretty decent for a 2009 movie.', 'hi_en': 'mujhe yaad hain CG ek bahut hee decent movie thi 2009 ke liye'}"
1362,"{'en': ""I'd love to tell you but I don't have the page with the plot summary anymore, haha. :)"", 'hi_en': 'mein bataana toh chahataa hoon par mere pas woh page nahin hain jisme plot summary thi, haha:)'}"
1363,"{'en': 'Yeah I’m having a hard time remember which one was which', 'hi_en': ""yeah, i'm having a hard time yeh yaad kar ne maen ni kaunsa wala kaunsa hain""}"
1364,"{'en': 'Oh well that’s no good', 'hi_en': 'oh well bahut bura hua'}"
1365,"{'en': 'Well what do you know', 'hi_en': 'well kya pata hai tumhe'}"
1366,"{'en': ""Oh okay, here we go. It just gave them back to me. Basically he's giving a defense contract demonstration, and is captured and wounded. A fellow-scientist is also captured and creates a device that keeps the metal shards in his chest from going in any deeper."", 'hi_en': 'haan theek hai, here we go. woh mujhe abhi waaps mili. basically woh ek  defense contract demonstration de raha hai aur woh pakada jaat hain aur ghaayal bhi ho jaata hai. ek fellow sceintist bhi pakada jaata hai aur ek device create karta hain jo metal shards ko chaati mein deeper jaane se rokta hain.'}"
1367,"{'en': 'Yeah I remember a little about that', 'hi_en': 'haan mujhe yaad hain thooda bahut uske baare mein'}"
1368,"{'en': 'Tony escapes by building a metal suit out of scrap while also pretending to build a missile for the terrorist group. The metal suit is his prototypical Iron Man suit.', 'hi_en': 'tony escape kar jaata hain ek metal suit se jo scrap se bani thi, yeh pretend karte huye ki woh terrorist group ke liye missile bana raha hai. yeh metal suit uski prototypical Iron Man suit hai'}"
1369,"{'en': 'It’s hard to believe this movie is 10 years old already ', 'hi_en': 'believe karna mushkil hai ki ye movie already 10 years old hai'}"
1370,"{'en': 'I know. Time goes so quickly in the entertainment industry. :P', 'hi_en': 'I know. entertatinment industry me time bada quickly jata hai'}"
1371,"{'en': ""Conversation's up for me. Have a great day!"", 'hi_en': 'mere converstation chalu hai. have a great day!'}"
1372,"{'en': 'Hello!', 'hi_en': 'Hello!'}"
1373,"{'en': 'What do you like the most about this movie?', 'hi_en': 'Tumhe iss movie mein kya accha laga?'}"
1374,"{'en': 'I really enjoyed the music from this film!  What was your favorite thing about Frozen?', 'hi_en': 'Meine iss film ka music really enjoy kiya! Tumhe Frozen mein kya accha laga?'}"
1375,"{'en': 'The songs', 'hi_en': 'Isske Songs'}"
1376,"{'en': 'My kids love it', 'hi_en': 'Mere kids love it'}"
1377,"{'en': 'I also like that it was inspired by an existing fairy tale.', 'hi_en': 'I also like kyoki yeh ek fairy tale se inspired hai'}"
1378,"{'en': 'The animation was excellent and amazing!', 'hi_en': 'Iska animation amazing aur excellent hai'}"
1379,"{'en': 'Yeah, the animation and the plot is amazing', 'hi_en': 'Yeah, animation aur plot dono amazing hai'}"
1380,"{'en': 'What is your favorite chARACTER?', 'hi_en': 'Tumhara favorite character kaun hai?'}"
1381,"{'en': '*CHARACTER', 'hi_en': '*Character'}"
1382,"{'en': 'Mine is Anna', 'hi_en': 'Mein toh Anna hoon'}"
1383,"{'en': ""Anna.  I'm a fan of Kristen Bell's other work as well."", 'hi_en': 'Anna? Mein toh Kristen Bell ka fan hoon'}"
1384,"{'en': 'I love her voice!', 'hi_en': 'muje uska voice bahut pasand hein'}"
1385,"{'en': ""I like that Anna was fearless, and didn't act like your typical Disney princess."", 'hi_en': 'muje Anna ka fearless pasand hein, aur voh apni typical Disney Princes ke tarah nahi thi'}"
1386,"{'en': ""That's right...she's extroverted and fun!"", 'hi_en': 'voh toh thik hein... aur voh extroverted aur fun thi'}"
1387,"{'en': 'The first part of the movie, explaining how the sisters were orphaned, and how their circumstances drove them apart was tragic, but I do like how everything wrapped up in the end.', 'hi_en': 'First part mein voh us sisters ke orphaned ke baare mein dekhaye aur kaise us circumstances ko handle kiye, lekin muje toh end part pasand aaya'}"
1388,"{'en': ""It's hard to believe this is Disney's 53rd animated feature film!  I'd find it difficult to even name that many Disney animated features!"", 'hi_en': 'muje yakin hi nahi hota ki yeh Disney ka 53rd animated feature film hein! muje kahi Disney animated features toh yaad hi nahi hein'}"
1389,"{'en': 'Yeah, the ending  has a very special meaning', 'hi_en': 'haan yar ending toh special hi tha'}"
1390,"{'en': 'Do you have any other favorite film?', 'hi_en': 'kya aapko dusra favorite film koi hein kya?'}"
1391,"{'en': 'from Disney', 'hi_en': 'Disney mein?'}"
1392,"{'en': 'A few, but I thought for purposes of this exercise, we must confine our conversation to the information in the document?', 'hi_en': 'kuch, but I thought ye exercise is purpose ke liye hai, hame apna conversation is document ke information par hi confine karna chahiye'}"
1393,"{'en': ""That's correct"", 'hi_en': 'yah correct hai'}"
1394,"{'en': 'What is your rating for Frozen?', 'hi_en': 'tumhari rating kya hai Frozen'}"
1395,"{'en': ""The document is growing, and additional detailed information about scenes from the movie were just added.  I'm reminded of the scene where Elsa builds her ice palace.  It was an impressive bit of computer generated animation."", 'hi_en': 'yeh document grow kar raha hai, and is movie ke scene ke baare me atirikt detailed information add kiye hai. mujhe us scene ke baare me remind karwa jisme Elsa apn ice palace banati hai. computer generated animation bahut impressive tha.'}"
1396,"{'en': 'I would rate Frozen as an 80%, or 8 out of 10. ', 'hi_en': 'mai Frozen ko 80% rate karunga, ya 8 out of 10'}"
1397,"{'en': 'Yeah, the animation was outstanding', 'hi_en': 'Sach me, animation outstanding tha'}"
1398,"{'en': 'My favorite scene is when Anna gets hitby Elsa  at the very beginning.', 'hi_en': 'mera favorite scene wo hai jisme Anna Elsa ko hit karti hai ekdum begining me'}"
1399,"{'en': 'The Duke of Weselton has a name that looks suspiciously like the term weasel !', 'hi_en': 'Weselton ka Duke ka naam suspiciously term weasel ke jaise lagta hai'}"
1400,"{'en': 'I like all the scenes with musical numbers in them.', 'hi_en': 'mujhe wo musical number wale sabhi scene pasand hain'}"
1401,"{'en': 'What did you like the least about the film?', 'hi_en': 'tumhe film ke baare me sabse kam pasand scene kaun sa hai'}"
1402,"{'en': 'I did not like that the parents died', 'hi_en': 'mujhe nahi achha laga ki parents marr gaye.'}"
1403,"{'en': 'did you know that there is a scene where rapunzel appears in Frozen?', 'hi_en': 'Tumhe pata hai Frozen mein ek scene hai jahan Rapunzel aati hai?'}"
1404,"{'en': 'The parents dying was sad and unexpected, and a dramatic way to start the film', 'hi_en': 'Parents ki maut bohot sad aur unexpected thi, aur movie ko start karne ka dramatic way tha.'}"
1405,"{'en': 'I did not know that Rapunzel appeared in Frozen. ', 'hi_en': 'Mujhe nahi pata tha ki Frozen mein Rapunzel aati hai.'}"
1406,"{'en': 'Yeah, very briefly', 'hi_en': 'Haan, thodi derr ke liye'}"
1407,"{'en': ""I have to agree it's the best Disney animated film in quite a few years... since the Lion King."", 'hi_en': 'Bohot saalon mein Disney ki best animated film hai, Lion King ke baad.'}"
1408,"{'en': 'Yeah, the best film in modern animation.', 'hi_en': 'Haan, modern animation mein best film hai.'}"
1409,"{'en': 'looking for a movie to watch, have you seen any good ones?', 'hi_en': 'ek philm dekhane ke lie dekh rahe hain, kya aapane koee achchha dekha hai?'}"
1410,"{'en': 'There is this one I saw recently with Benedict Cumberbatch - I liked it but it was not accurate historically speaking... ', 'hi_en': 'yah ek aisa hai jise mainne haal hee mein benedikt kambarabaich ke saath dekha - mujhe yah pasand aaya lekin yah aitihaasik roop se sateek nahin tha'}"
